OBJECT,z,rho_impact,rho_rvir,mstars,gal_type
J0226+0015,0.923,817.5029676088955,4.8734792412215695,10.38232188180438,
J0226+0015,0.9441186,1569.5273472154302,8.381064990898127,10.565538693616137,SF
J0226+0015,0.9447653,1572.244735590776,3.516215808023474,11.101231129657517,SF
J0226+0015,0.947,1378.8620088631733,5.73889888381256,10.824250280111984,
J0226+0015,0.9508347,412.67476193721745,2.0660525622964356,10.65120631469864,
J0226+0015,0.9704816,1312.4944657275298,3.7304298677222576,11.024240160152099,
J0226+0015,0.9831637,964.7917031998265,2.6909360517021104,11.033768199630032,SF
J0226+0015,1.0085969,1273.910456171338,10.563537393384465,9.773431152172872,
J0226+0015,1.0120439,1219.8990933127739,8.995574888231525,10.037404800041143,SF
J0226+0015,1.0634694,793.1607031368835,3.420930041815953,10.83779814157022,SF
J0226+0015,1.07267,930.4131610305207,3.1369994142268145,10.978626026364584,
J0226+0015,1.1340681,803.1026237995422,2.3097080879282306,11.051882059131811,SF+E
J0226+0015,1.13735,935.153533312472,8.011980240892036,9.811350202035959,SF
J0226+0015,1.1376974,770.4989247585934,4.009179235618134,10.694088576461118,SF
J0226+0015,1.2430499,1340.7768379638708,10.492712474581436,10.092125959816602,SF
J0226+0015,1.2587887,602.4141888612578,2.6810515033574727,10.875512490654025,
J0809+4619,-0.001196,-2.3644258625253953,-75.60162281257259,,
J0809+4619,0.0,0.6297839944856368,20.16121787837722,,Star
J0809+4619,0.0,0.6653175954749158,21.298751823064524,,Star
J0809+4619,0.0,0.25141502030138985,8.048526235305198,,Star
J0809+4619,0.0,0.23450015216272196,7.507032096181786,,Star
J0809+4619,0.0,0.893209456495348,28.594233294444756,,Star
J0809+4619,0.0,0.5628600887588857,18.018788956011555,,Star
J0809+4619,0.0,0.6500637493861723,20.810431832129275,,Star
J0809+4619,0.0,0.6582001568127422,21.07090190490129,,Star
J0809+4619,0.0,0.6799660086331536,21.767690144523336,,Star
J0809+4619,0.03964,73.91286913875217,0.6179012065807131,8.501374346054442,SF
J0809+4619,0.04596,60.09503750652728,0.7898105530937117,7.142671618055167,SF
J0809+4619,0.0654505,143.79836244982147,1.3966996359361767,8.09852804444517,
J0809+4619,0.0741558,178.50718575363493,2.2746268712501747,7.298255055306589,
J0809+4619,0.0745307,73.04921870333017,0.8065437167295115,7.730862399167276,SF
J0809+4619,0.12017,49.68053815979046,0.5459944617246218,7.835019637577629,E
J0809+4619,0.1202273,231.2088897272135,2.422408480430197,7.976846722836494,SF
J0809+4619,0.12859,420.97832541687393,2.7469608963195205,9.35806361074429,SF
J0809+4619,0.1415522,241.18834529851912,1.69092247667706,9.179068616749197,SF
J0809+4619,0.1472912,188.57503239036637,1.8614523498841442,8.20260222541329,SF
J0809+4619,0.1876457,269.14632095254893,2.4372694680740525,8.52368569728254,
J0809+4619,0.1900968,622.2223828551824,4.0793068054619335,9.431865890750773,SF+E
J0809+4619,0.19106,539.1540671108917,3.543841290412673,9.42632257408575,SF+E
J0809+4619,0.1993183,298.047933286524,2.893810451429925,8.342599522468106,SF+E
J0809+4619,0.2017999,412.46082266573677,3.090013379034379,9.08454479522691,SF+E
J0809+4619,0.21751,622.5207963430335,3.3768336191568924,9.936145814986626,E
J0809+4619,0.22297,610.5118602629753,3.610830598210225,9.738934269508135,SF+E
J0809+4619,0.2254706,320.7314773357739,2.273078327182414,9.271851070757188,
J0809+4619,0.2277593,469.55748538463985,4.447219027314001,8.462165950788103,SF
J0809+4619,0.2617429,541.9880259755319,2.477086802297439,10.316107340546546,E
J0809+4619,0.26623,232.34540518443188,1.522379160028345,9.535704676270436,E
J0809+4619,0.3034,370.329152065707,2.6232709935758476,9.381156178524769,
J0809+4619,0.30687,133.49531238426812,0.8638112041299636,9.61975177769467,SF+E
J0809+4619,0.3228571,784.5352109534848,2.828900977496523,10.653143996078946,E
J0809+4619,0.32829,179.0936656887013,1.2424667534450313,9.468733793900718,
J0809+4619,0.3396703,275.9060014101996,2.475209889428758,8.791405778676156,SF
J0809+4619,0.35358,123.69935483645908,0.9652860308184417,9.191643222418097,
J0809+4619,0.35697,348.0271416744846,2.1088978790207364,9.839994539995375,
J0809+4619,0.37212,905.628186475582,5.599522449461314,9.809680067664338,SF+E
J0809+4619,0.3816816,352.69636946141395,2.1006681726355327,9.9076531726649,
J0809+4619,0.39287,997.4694675495978,6.177915595005307,9.829305392031824,SF
J0809+4619,0.4060064,949.5778764582864,7.190138863087412,9.341789810344657,SF
J0809+4619,0.4181154,121.244477346579,1.1523368682247983,8.748517159077421,
J0809+4619,0.44505,304.06289370368256,2.017731560170425,9.723859967747252,
J0809+4619,0.4547493,635.3416113381471,2.9539133539977978,10.446007843345798,SF+E
J0809+4619,0.46924,627.9672912544864,4.6662815659331836,9.470505840003517,
J0809+4619,0.4899354,281.9416807220633,2.414778921047413,9.127238116627334,SF
J0809+4619,0.51522,321.129932744674,1.058267798443843,10.816793004666774,SF+E
J0809+4619,0.5197709,654.6400808722805,2.126057312840562,10.827579129055952,
J0809+4619,0.520371,402.87271500514345,3.410060340287462,9.197616862021032,SF
J0809+4619,0.5209032,736.4123429538075,5.185499550108241,9.666261241392736,SF
J0809+4619,0.5216943,226.27908074370112,1.9238991431085455,9.187594032492875,SF
J0809+4619,0.5253347,1074.85351626216,1.8471951970412925,11.10461917838754,E
J0809+4619,0.5301171,681.9356752164506,1.9841457432888752,10.891270327437661,SF+E
J0809+4619,0.5305262,995.1546952408335,4.54077597916582,10.525562882711245,E
J0809+4619,0.5308259,1033.2867879027087,5.10808100790636,10.409337763338446,SF+E
J0809+4619,0.5325854,572.2297357974473,4.328628063859131,9.50180511531149,SF+E
J0809+4619,0.53259,392.8920581031527,1.8554120862882044,10.479556335870754,E
J0809+4619,0.5328298,702.4378108956984,5.769172422513986,9.291755491285718,SF
J0809+4619,0.5332507,314.78271035851617,1.726269125386776,10.23050627044197,
J0809+4619,0.5460023,733.6384343165049,5.694289004622729,9.452708398425912,SF
J0809+4619,0.5506737,430.3437798280972,2.317098882677174,10.279616878558546,E
J0809+4619,0.56319,319.92042075351225,2.3644338383232837,9.59550070800499,SF
J0809+4619,0.57969,81.464589931363,0.41114721541098465,10.41309259787578,
J0809+4619,0.58041,551.2712783456018,2.2333409985204007,10.6891898199742,SF
J0809+4619,0.5856453,883.0180130893856,4.088318254412711,10.54230197374605,SF+E
J0809+4619,0.59825,143.21487840851646,1.0653888876391393,9.619073684458224,
J0809+4619,0.619048,776.897229252367,6.187251315002976,9.47342979912371,SF
J0809+4619,0.6450314,362.02017090695523,2.6739397348705953,9.6877628994777,SF
J0809+4619,0.6453107,206.90819740788342,1.620996993537048,9.544114400037135,SF
J0809+4619,0.6543184,238.00746187075393,1.171249070295115,10.50343702589497,
J0809+4619,0.6559527,197.23034365059632,1.2811911650564873,9.995369449170463,SF
J0809+4619,0.6576653,317.83629577671053,1.5534507996143294,10.515281480867777,SF
J0809+4619,0.6581628,276.9319083901666,2.0814580109052945,9.659773543835312,SF+E
J0809+4619,0.6584984,374.9422737292799,2.6477201824804695,9.808598068391987,SF+E
J0809+4619,0.6588773,42.25955340533751,0.20501920178680683,10.526380853238459,SF+E
J0809+4619,0.6601592,50.63626089423131,0.39616336116085155,9.563983269472223,SF
J0809+4619,0.6696041,644.6233904412502,4.5552564368697865,9.818381973305954,SF
J0809+4619,0.67209,738.63013748221,6.6540056317441305,9.22265734517016,SF
J0809+4619,0.761607,596.0117800018882,3.477771140466168,10.302794322698533,
J0809+4619,0.7624615,207.69838228760753,1.1079630682602013,10.455120415466677,
J0809+4619,0.8343619,270.4302061408351,1.9002815327286513,9.988930782891858,
J0809+4619,0.8494549,552.1294162285316,3.7197106475322457,10.092158859516099,SF+E
J0809+4619,0.8916371,601.391708411876,0.9980746038610065,11.186933482225148,E
J0809+4619,0.901307,424.75340105864274,2.6174166511883463,10.308262418479933,E
J0809+4619,0.9207507,703.3848112162732,6.543538931641635,9.414792954611068,SF+E
J0809+4619,0.9390318,676.4932874680179,4.785690340940569,10.065025203257719,SF
J0809+4619,0.9415027,540.0961185725989,2.5181996417473385,10.724105981155962,SF+E
J0809+4619,0.9419334,817.0396490615811,0.6661294693636781,11.410341441617895,SF+E
J0809+4619,0.9424818,382.16591733898406,1.340116114594922,10.92777023980992,
J0809+4619,0.9429963,497.56062588117624,1.61950515807959,10.963248144909567,E
J0809+4619,0.9460926,430.884821130833,0.2371783566143443,11.529376421302372,SF+E
J0809+4619,0.9474282,341.23838871319,1.6258121852541736,10.704666087605252,SF+E
J0809+4619,0.948123,416.8305177947264,1.5027512216316432,10.914928842697076,E
J0809+4619,0.9975386,567.7155497683088,4.6763505035884965,9.77879581613121,SF
J0809+4619,1.0201239,501.0336399981638,4.027924651137498,9.854403355440972,SF
J0809+4619,1.049773,590.2843933899728,1.2982200145857754,11.12410177282817,SF+E
J0809+4619,1.1244048,427.13588032595123,2.097457842837312,10.749235387321454,SF
J0809+4619,1.1950686,785.3062747034846,0.32458836433031013,11.611755070388599,SF
J0809+4619,1.2031377,172.3507030266435,1.1638044595785464,10.350082435285998,SF
J0809+4619,1.2034965,484.17843302678966,2.8560010791548462,10.566959180108418,SF
J0809+4619,1.2269262,942.3287180536358,3.339114679842586,10.990418967229596,
J0809+4619,1.35545,661.0354308224763,2.6241306878274586,10.965306320472873,SF+E
J0809+4619,2.5517,450.24225769557387,0.5508252089302315,11.371175263050057,QSO
J0843+4117,-0.000315,-0.6916073168962718,-22.133388075672695,,Star
J0843+4117,0.0,0.3608176456432198,11.550822554830688,,Star
J0843+4117,0.0,0.05993013822045213,1.9185380776953895,,Star
J0843+4117,0.0,0.16211094486800146,5.189642970559669,,Star
J0843+4117,0.0002482,1.2342829908537645,39.522796529968176,,Star
J0843+4117,0.0755098,148.05393760766736,1.6843399205705085,7.64278175957058,
J0843+4117,0.0853825,213.87462474936078,2.557208526943782,7.5135921319832955,SF
J0843+4117,0.0990895,341.64761882319215,3.73415308270468,7.810166657702752,
J0843+4117,0.1143433,205.65946590273103,1.6361698811706624,8.77584781393029,
J0843+4117,0.1173367,61.424901973774325,0.5992549436622623,8.18254413151668,
J0843+4117,0.180265,383.11470954271476,3.5996225823368926,8.404635807693865,
J0843+4117,0.1802869,577.5506817031331,6.534707723794762,7.864095888231495,
J0843+4117,0.194725,546.8964029349227,5.604556347361123,8.178402576835705,SF+E
J0843+4117,0.2027393,110.72762449544274,4263.366110072616,,
J0843+4117,0.2543936,646.3884217939857,4.212212365032984,9.534313976095905,SF
J0843+4117,0.285246,295.5944076837815,2.776548350521096,8.579293923953571,SF
J0843+4117,0.28566,298.1205847154798,1.6657846193007053,9.946147838888336,SF
J0843+4117,0.2979205,30.890032139793572,0.33072574479413136,8.230656841845722,
J0843+4117,0.2982819,735.6530167770127,6.544321969151196,8.752035042308869,
J0843+4117,0.2984653,142.41567241285497,1.116111523125305,9.102429979228011,SF
J0843+4117,0.29873,342.55121033057463,2.2317677312889654,9.592145853778643,SF+E
J0843+4117,0.3022781,624.0396645363877,4.691449146456094,9.220679169018506,SF
J0843+4117,0.3041141,399.0103649122718,4.179288603886644,8.30288524336001,SF
J0843+4117,0.3117,761.8087716327137,2.671448709174577,10.670485190218576,
J0843+4117,0.3294013,711.7413382995481,6.262894399763118,8.829466534146814,
J0843+4117,0.3394779,755.8026779966128,6.1126106074844975,9.075356594944429,SF
J0843+4117,0.3825152,630.863686052752,2.2022778507713188,10.713710722653266,E
J0843+4117,0.3902713,823.8055224885338,7.9460193462271285,8.667233473105629,SF
J0843+4117,0.394573,899.1361282432424,6.866862865489127,9.304250127728315,SF
J0843+4117,0.414682,528.2036152736747,4.387565999084759,9.10800276446687,SF
J0843+4117,0.4240533,655.6227415227769,5.878949300033907,8.915075581379156,SF
J0843+4117,0.4242209,621.1542925747448,4.3255762077715625,9.579924649177594,
J0843+4117,0.42892,531.3995734351321,4.78234976409525,8.912107376318012,
J0843+4117,0.4454792,762.413825074906,6.131880047634117,9.234916919685157,SF
J0843+4117,0.4546481,518.8576394861134,3.03913371588261,10.022061015814014,SF
J0843+4117,0.45519,231.06297697519,1.1329019201970072,10.36359808471255,SF
J0843+4117,0.4552524,605.2961491870248,3.100135609529691,10.288835432274595,E
J0843+4117,0.4553303,531.17119909079,3.5331743376565727,9.729934295863504,SF
J0843+4117,0.45648,322.64863190637516,1.5044584729849464,10.443016363185453,E
J0843+4117,0.4597967,782.5706166049498,6.7373052007907654,9.073523215512395,SF
J0843+4117,0.4675665,178.47085870561696,1.133253412488213,9.85399206077624,E
J0843+4117,0.4681429,352.314231258039,2.9073308340706965,9.196860575062953,SF
J0843+4117,0.4788563,291.01555392813907,1.971151604175612,9.712915293830617,SF
J0843+4117,0.4795431,494.6630193738706,3.6603740132953066,9.493763519618795,SF+E
J0843+4117,0.5012975,903.4343641440855,7.404310603920114,9.2575774378822,SF
J0843+4117,0.51458,161.90833569422983,1.004594576259344,9.956530544283067,
J0843+4117,0.5323377,76.41804135515247,0.5178532431948869,9.77166341083528,SF
J0843+4117,0.5326487,352.5804000405429,2.7054312978953607,9.465803469066909,
J0843+4117,0.5398155,688.0187835772296,6.45469410858278,8.951716696834692,SF
J0843+4117,0.5409919,72.98689801164844,0.539721078338485,9.568544898973807,SF
J0843+4117,0.5419555,629.6084476575177,3.437481821204608,10.24645342501679,SF+E
J0843+4117,0.5424742,1061.8159135122753,8.537443430991491,9.35842577719498,SF
J0843+4117,0.5430134,956.308552842778,8.816115159805504,9.002216778117337,SF
J0843+4117,0.5436307,548.7514393890357,1.4176058762990982,10.95061467175071,E
J0843+4117,0.5437237,228.2511006125867,0.8323170183669902,10.760331595735181,E
J0843+4117,0.554157,1097.8091693449323,9.473254970657296,9.190030596295633,
J0843+4117,0.5752158,425.6166361915707,3.425001271037532,9.395830555793493,
J0843+4117,0.5756506,380.0485359159199,3.0085084540549145,9.438030115011792,SF
J0843+4117,0.5772,708.6417654721771,2.4132992645089804,10.821953742230656,E
J0843+4117,0.5786189,376.58861869351057,1.7135405480423398,10.560259167485123,SF+E
J0843+4117,0.5795812,179.01791623506918,0.6841051913752815,10.740273810842208,
J0843+4117,0.5800296,896.5164223270003,7.134148479848101,9.429959655649125,SF
J0843+4117,0.5820875,375.5374634338895,2.381179748647754,9.97653290329976,SF
J0843+4117,0.5902814,539.0893462013667,3.99972488096252,9.616644145769094,SF
J0843+4117,0.591095,916.6824108186968,7.178606722315591,9.483373727878995,SF
J0843+4117,0.5910976,1111.6168621376278,8.668334362080818,9.494014354238422,SF
J0843+4117,0.59161,1173.490680119313,6.1503116261427415,10.360159276148487,
J0843+4117,0.592164,832.3082970398024,7.348473681349683,9.177910024044836,SF
J0843+4117,0.5928518,502.8935650954581,3.69931826139031,9.64053105846706,SF
J0843+4117,0.5934164,1033.6503883931994,7.582676482472081,9.647890146582068,SF
J0843+4117,0.5957756,899.7732283452231,7.446371576911915,9.34894079352559,SF
J0843+4117,0.6069589,1167.8192207664854,10.508366577439798,9.14691354149763,
J0843+4117,0.6232477,803.5507368289046,6.547394998608874,9.42080751806486,SF
J0843+4117,0.6370528,535.6591644972957,2.8937546943051373,10.343512551790372,SF+E
J0843+4117,0.6371384,630.2589264967286,4.082490982796582,9.983474527889213,SF
J0843+4117,0.6477451,800.7173521338713,6.309049765638432,9.532693857495858,SF
J0843+4117,0.6486442,661.8355041352327,3.7014888507818946,10.290996219497716,SF+E
J0843+4117,0.6599062,776.5046802785929,6.14784551388127,9.53432974685699,SF
J0843+4117,0.6605383,399.18132360896414,3.197693525881713,9.505979238877995,SF
J0843+4117,0.6673191,825.333189258415,6.785809382380113,9.448678071509507,SF
J0843+4117,0.668096,847.0012668634649,6.379856542031576,9.665262459807018,SF
J0843+4117,0.6955736,146.77620752964648,0.9468715269239277,10.047562972030775,
J0843+4117,0.7396413,574.3506318941819,4.364328734191009,9.71919903916736,SF+E
J0843+4117,0.7400854,121.11605088400388,0.8951675341402145,9.784990482044542,SF
J0843+4117,0.7489341,1102.1136288339096,8.97214603487524,9.562737691743958,SF
J0843+4117,0.7493837,917.0712525923486,4.046400909517871,10.69045416825023,
J0843+4117,0.7494144,1171.9902307622124,9.278197578831,9.631112170666148,E
J0843+4117,0.749697,1092.5715444601267,7.735901358593834,9.893316472579457,SF
J0843+4117,0.7657061,804.2377200495932,4.901987005171474,10.224095452900123,
J0843+4117,0.7659497,833.9637920646431,4.277851658596626,10.51597833228942,
J0843+4117,0.7662009,383.02722881609293,1.9251681047968991,10.544682932837059,E
J0843+4117,0.7996825,458.89007828717456,3.3397936666686214,9.878683369268472,
J0843+4117,0.8041092,869.8227071534102,4.775829928985713,10.437714274999472,SF+E
J0843+4117,0.8044492,1064.5162671148835,5.692551438611035,10.479103021498151,E
J0843+4117,0.8061454,506.1592355177086,3.864199722074765,9.774800411595471,SF
J0843+4117,0.8070989,490.258389372082,3.8506371202755787,9.708946932806326,SF
J0843+4117,0.8074673,836.9628349430724,6.512287623666566,9.731513303796847,SF+E
J0843+4117,0.807844,686.356882593645,3.7652271717016386,10.441620578090415,SF+E
J0843+4117,0.8084372,654.5003612999834,3.9097104876407207,10.295788630447595,SF
J0843+4117,0.8084865,548.4955468167707,4.0600264001638875,9.848503624877166,SF
J0843+4117,0.81395,799.7089785232159,4.880766912927027,10.260052861404112,SF+E
J0843+4117,0.8608547,754.9420794450641,5.315101722450894,10.008295100751393,SF+E
J0843+4117,0.8781855,338.51275392970007,2.526433074048433,9.894964646997593,
J0843+4117,0.8889002,643.594908014318,4.782265119051202,9.914580849178165,SF
J0843+4117,0.8896497,419.893022076152,2.3381615572966923,10.471677652318533,SF+E
J0843+4117,0.8897961,720.7160397084938,5.473769648859875,9.866126747571325,SF+E
J0843+4117,0.9275651,927.7394747957222,7.798678646047392,9.66612722604428,SF
J0843+4117,0.9327837,1317.2653065388072,9.189099776747438,10.089243724118214,
J0843+4117,0.9476911,814.0017229980901,6.042566847679924,9.968758503455591,SF+E
J0843+4117,0.9685954,1488.778078260478,10.294439375438264,10.136479352088706,SF
J0843+4117,1.0031495,240.59564068307492,1.9522858261120202,9.818264253332373,SF
J0843+4117,1.0606665,1361.542441849859,8.739712380650104,10.346642334570735,SF+E
J0843+4117,1.0742901,108.56133095868437,0.6772677646261668,10.405133890583647,SF
