specfile,restwave,zsys,col,sigcol,bval,sigbval,vel,sigvel,nflag,bflag,vflag,vlim1,vlim2,wobs1,wobs2,pix1,pix2,z_comp,trans,rely,comment ,QSO
J1342-0053_nbin3_norm.fits,1020.6989,0.22746,13.628,0.0,10.829,0.0,5.269,0.0,23,23,23,-24.1134,24.1134,1252.7859327184694,1252.9501297834622,3275,3281,0.22748000000000002,SiII,a,SiII ,J1342-0053
J1342-0053_nbin3_norm.fits,1190.4158,0.22746,13.628,0.0,10.829,0.0,5.269,0.0,23,23,23,-24.1134,24.1134,1461.0931473775504,1461.2846463401538,9922,9927,0.22748000000000002,SiII,a,SiII ,J1342-0053
J1342-0053_nbin3_norm.fits,1193.2897,0.22746,13.628,0.0,10.829,0.0,5.269,0.0,23,23,23,-24.1134,24.1134,1464.6205162147653,1464.8124774938708,10018,10023,0.22748000000000002,SiII,a,SiII ,J1342-0053
J1342-0053_nbin3_norm.fits,1260.4221,0.22746,13.628,0.0,10.829,0.0,5.269,0.0,23,23,23,-24.1134,24.1134,1547.017515319623,1547.2202760059256,12262,12268,0.22748000000000002,SiII,a,SiII ,J1342-0053
J1342-0053_nbin3_norm.fits,1304.3702,0.22746,13.628,0.0,10.829,0.0,5.269,0.0,23,23,23,-24.1134,24.1134,1600.958556550984,1601.1683870489926,13732,13737,0.22748000000000002,SiII,a,SiII ,J1342-0053
J1342-0053_nbin3_norm.fits,989.8731,0.22751999999999997,13.342,0.134,26.697,7.598,29.066,7.65,25,25,25,-38.8355,38.8355,1214.9561161796769,1215.2125750447967,2009,2018,0.22763000000000005,SiII,a,SiII ,J1342-0053
J1342-0053_nbin3_norm.fits,1020.6989,0.22751999999999997,13.342,0.0,26.697,0.0,29.066,0.0,25,25,25,-38.8355,38.8355,1252.791263175925,1253.055708468481,3275,3284,0.22763000000000005,SiII,a,SiII ,J1342-0053
J1342-0053_nbin3_norm.fits,1190.4158,0.22751999999999997,13.342,0.0,26.697,0.0,29.066,0.0,25,25,25,-38.8355,38.8355,1461.0993641578132,1461.4077801407184,9922,9930,0.22763000000000005,SiII,a,SiII ,J1342-0053
J1342-0053_nbin3_norm.fits,1193.2897,0.22751999999999997,13.342,0.0,26.697,0.0,29.066,0.0,25,25,25,-38.8355,38.8355,1464.6267480035697,1464.9359085638685,10018,10026,0.22763000000000005,SiII,a,SiII ,J1342-0053
J1342-0053_nbin3_norm.fits,1260.4221,0.22751999999999997,13.342,0.0,26.697,0.0,29.066,0.0,25,25,25,-38.8355,38.8355,1547.0240976980108,1547.3506510929233,12262,12271,0.22763000000000005,SiII,a,SiII ,J1342-0053
J1342-0053_nbin3_norm.fits,1304.3702,0.22751999999999997,13.342,0.0,26.697,0.0,29.066,0.0,25,25,25,-38.8355,38.8355,1600.9653684421862,1601.303308023722,13732,13741,0.22763000000000005,SiII,a,SiII ,J1342-0053
J1342-0053_nbin3_norm.fits,1393.7602,1e-05,13.527000000000001,,30.264,3.509,-7.941,2.463,5,5,5,-74.0625,74.0625,1393.431055294426,1394.1197008027298,7970,7993,-2e-05,SiIV,a,MW SiIV ,J1342-0053
J1342-0053_nbin3_norm.fits,1402.7729,1e-05,13.527000000000001,0.0,30.264,0.0,-7.941,0.0,5,5,5,-74.0625,74.0625,1402.441626892074,1403.1347255016879,8271,8294,-2e-05,SiIV,a,MW SiIV ,J1342-0053
J1134+2555_nbin3_norm.fits,1206.5,-2e-05,14.431,0.569,35.323,8.321,-2.1590000000000003,2.774,2,2,2,-117.6259,117.6259,1206.0018750366364,1206.948634333363,2355,2386,-3e-05,SiIII,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,1025.7222,0.17891,12.941,0.14,35.0,16.105,-3.054,10.702,2,2,2,-81.3764,81.3764,1208.9580216130928,1209.514870711919,2454,2472,0.1789,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.17891,12.941,0.0,35.0,0.0,-3.054,0.0,2,2,2,-81.3764,81.3764,1432.8382461980334,1433.4982150901667,9649,9667,0.1789,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.01284,12.839,0.208,8.32,14.406,3.539,6.294,2,2,2,-27.4778,27.4778,1231.168934145865,1231.391781227135,3197,3204,0.01285,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.0158,13.333,0.132,49.97,21.341,14.905,13.879,2,2,2,-75.5638,75.5638,1234.57249695181,1235.1853252087903,3311,3331,0.01585,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.0162,13.219,0.151,27.623,13.157,-6.261,8.759,3,3,3,-55.4839,55.4839,1235.1330902093187,1235.5830689256813,3329,3344,0.01617,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1025.7222,0.21441,13.075,0.109,20.827,9.32,-4.158,5.881,2,2,2,-58.12600000000001,58.12600000000001,1245.4491504866098,1245.846899842914,3674,3688,0.21439,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.21441,13.075,0.0,20.827,0.0,-4.158,0.0,2,2,2,-58.12600000000001,58.12600000000001,1476.0869646499384,1476.558371001462,10827,10840,0.21439,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.033710000000000004,12.928,0.171,23.275,15.707,-1.002,9.854,2,2,2,-66.5807,66.5807,1256.385864784482,1256.9258394063186,4040,4058,0.033710000000000004,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1025.7222,0.23076,12.838,0.212,11.152,14.919,7.687,7.754,2,2,2,-33.2904,33.2904,1262.3022612917132,1262.5300635690264,4238,4246,0.23079,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.23076,12.838,0.0,11.152,0.0,7.687,0.0,2,2,2,-33.2904,33.2904,1496.0610094862889,1496.330997202711,11371,11378,0.23079,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1025.7222,0.23122,12.964,0.198,33.1,22.074,-5.0680000000000005,14.703,3,3,3,-49.6713,49.6713,1262.7203345817406,1263.0602294240111,4252,4264,0.2312,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.23122,12.964,0.0,33.1,0.0,-5.0680000000000005,0.0,3,3,3,-49.6713,49.6713,1496.556503447995,1496.9593415292056,11385,11396,0.2312,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.0411,12.67,0.327,4.0,17.795,-5.337999999999999,14.789,2,2,2,-31.1767,31.1767,1265.5034445288545,1265.7562899749462,4345,4354,0.04108,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.055020000000000006,13.533,0.096,24.667,8.304,-19.638,5.216,2,2,2,-63.9386,63.9386,1282.3020565041622,1282.820603490838,4907,4925,0.05496,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.05725,14.012,0.079,29.347,4.683,-0.38,3.415,2,2,2,-119.951,119.951,1284.7867677538618,1285.7595796327382,4990,5023,0.05725,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.26999,13.022,0.14800000000000002,30.0,15.91,-10.458,10.147,3,3,3,-46.5008,46.5008,1543.705651274391,1544.0827763556094,12669,12679,0.26995,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1025.7222,0.33894,13.675999999999998,0.059,40.494,7.182,5.325,4.959,4,4,4,-77.1491,77.1491,1373.1115568805753,1373.6394790645286,7930,7948,0.33896,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.33894,13.675999999999998,0.0,40.494,0.0,5.325,0.0,4,4,4,-77.1491,77.1491,1627.3904633759603,1628.0161485384406,14696,14713,0.33896,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.08903,12.835,0.174,12.85,12.35,-4.928,6.737,2,2,2,-32.7619,32.7619,1323.7635203734085,1324.0292219139924,6280,6289,0.08901,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.09226,12.712,0.434,4.0,17.235,-2.627,13.111,2,2,2,-28.0062,28.0062,1327.7121421214501,1327.9392745675502,6412,6419,0.09225,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.09288,13.623,116.573,4.102,253.418,-4.809,1.556,2,2,2,-34.3472,34.3472,1328.4385884638589,1328.7171469099421,6436,6445,0.09286,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.09311,12.661,0.321,4.0,12.486,-0.14,9.155,3,3,3,-22.1936,22.1936,1328.767439411326,1328.9474312222744,6447,6453,0.09311,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.10139,12.675999999999998,4.927,4.0,101.75,-0.963,4.849,2,2,2,-22.1936,22.1936,1338.8323725124258,1339.0123643233742,6784,6790,0.10138,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.10655,14.275,0.26,20.033,3.883,-9.745,1.52,2,2,2,-73.9786,73.9786,1344.9013543567555,1345.5013265192445,6987,7007,0.10652,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.16733,12.744000000000002,0.133,11.528,8.568999999999999,-5.631,4.625,3,3,3,-27.4778,27.4778,1418.9738293616656,1419.1966764429349,9271,9277,0.16731,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1025.7222,0.38375,12.939,1.134,4.0,18.563,8.027000000000001,8.037,4,4,4,-35.9324,35.9324,1419.2223179381274,1419.4681991095565,9278,9285,0.38379,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.38375,12.939,0.0,4.0,0.0,8.027000000000001,0.0,4,4,4,-35.9324,35.9324,1682.0402202934124,1682.3316348339881,16184,16192,0.38379,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,972.5367,0.38401,13.365,0.17,17.798,10.894,-8.289,6.205,5,5,5,-25.8925,25.8925,1345.9197605834454,1346.0877528449764,7021,7026,0.38398,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1025.7222,0.38401,13.365,0.0,17.798,0.0,-8.289,0.0,5,5,5,-25.8925,25.8925,1419.5246080164636,1419.7017873373886,9286,9291,0.38398,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.38401,13.365,0.0,17.798,0.0,-8.289,0.0,5,5,5,-25.8925,25.8925,1682.398489793215,1682.6084799689852,16194,16200,0.38398,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1025.7222,0.38435,13.412,0.152,33.37,16.61,-19.814,11.092,6,6,6,-49.6713,49.6713,1419.7913188271384,1420.131213669409,9293,9303,0.38426,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.38435,13.412,0.0,33.37,0.0,-19.814,0.0,6,6,6,-49.6713,49.6713,1682.714591298295,1683.1174293795052,16202,16213,0.38426,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.11732,12.947,0.134,11.497,8.952,-7.737,4.624,2,2,2,-29.5914,29.5914,1358.1757896923039,1358.4157782328966,7430,7439,0.11729,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.13747,12.92,0.162,20.0,12.697,1.086,8.092,2,2,2,-38.0461,38.0461,1382.6358945067475,1382.944451317653,8248,8259,0.13748,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1025.7222,0.35558,12.741,0.308,5.685,15.312,7.9220000000000015,7.045,2,2,2,-25.3641,25.3641,1390.361410388289,1390.5349739303913,8492,8496,0.35562,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.35558,12.741,0.0,5.685,0.0,7.9220000000000015,0.0,2,2,2,-25.3641,25.3641,1647.8347214935302,1648.04042630447,15253,15258,0.35562,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1025.7222,0.36627,12.902,0.238,6.98,12.222,4.191,5.73,2,2,2,-38.0461,38.0461,1401.2797281952392,1401.5400731662485,8789,8796,0.36629,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.36627,12.902,0.0,6.98,0.0,4.191,0.0,2,2,2,-38.0461,38.0461,1660.7749419629474,1661.0834987738529,15605,15613,0.36629,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.16289,13.045,3.701,4.0,44.507,-7.9529999999999985,24.471,2,2,2,-27.4778,27.4778,1413.5828191796652,1413.8056662609354,9124,9130,0.16286,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.18063,12.382,1.5119999999999998,4.454,53.842,3.859,33.711,2,2,2,-30.6483,30.6483,1435.1337724303696,1435.382332511631,9711,9718,0.18065,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1025.7222,0.40132,13.282,0.204,6.581,4.761,11.361,3.268,2,2,2,-47.0292,47.0292,1437.2059104286946,1437.5277256925613,9768,9777,0.40137,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.40132,13.282,0.0,6.581,0.0,11.361,0.0,2,2,2,-47.0292,47.0292,1703.3540944427752,1703.7355048888248,16764,16775,0.40137,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.18307,12.796,3.055,4.0,46.55,-2.699,31.722,2,2,2,-28.0062,28.0062,1438.1134563054502,1438.3405887515505,9793,9799,0.18306,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.18535,12.557,0.215,9.123,13.554,-2.035,6.7120000000000015,2,2,2,-33.2904,33.2904,1440.8620300188888,1441.1320177353116,9867,9875,0.18534,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.18937,12.798,0.173,30.0,17.983,-4.4430000000000005,11.538,2,2,2,-50.1997,50.1997,1445.6764803131796,1446.083603759221,9999,10010,0.18935,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.18989,12.595,0.202,10.785,12.811,2.056,6.722,3,3,3,-35.9324,35.9324,1446.3722211283123,1446.663635668888,10018,10025,0.1899,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.19067,12.903,0.131,20.0,10.907,12.211,6.197,2,2,2,-33.2904,33.2904,1447.330354798189,1447.600342514611,10044,10051,0.19072,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.19091,12.686,7.278,4.0,96.4,-5.301,45.851000000000006,3,3,3,-20.6083,20.6083,1447.6757058962755,1447.8428408017246,10053,10058,0.19089,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.1911,12.628,4.32,4.0,67.118,2.744,43.669,4,4,4,-21.1367,21.1367,1447.8935022302605,1448.0649225005395,10059,10064,0.19111,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.19134,12.821,11.974,4.0,139.067,0.722,27.198,5,5,5,-31.1767,31.1767,1448.151552701554,1448.404398147646,10066,10073,0.19134,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1025.7222,0.42674,13.276,0.14400000000000002,34.022,16.134,-7.871,10.598,2,2,2,-84.5469,84.5469,1463.1496193999735,1463.7281638560266,10475,10490,0.4267,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.42674,13.276,0.0,34.022,0.0,-7.871,0.0,2,2,2,-84.5469,84.5469,1734.102174853938,1734.7878567460625,17602,17620,0.4267,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.20485,12.734000000000002,0.302,4.0,14.11,7.141,14.062,2,2,2,-25.3641,25.3641,1464.60311603423,1464.8088208451693,10514,10520,0.20488,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1025.7222,0.42834,13.293,0.195,14.615,10.828,12.398,7.112,3,3,3,-38.0461,38.0461,1464.9463461781272,1465.2066911491363,10524,10531,0.4284,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.42834,13.293,0.0,14.615,0.0,12.398,0.0,3,3,3,-38.0461,38.0461,1736.2316274897473,1736.540184300653,17660,17668,0.4284,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1025.7222,0.42864,13.243,0.226,21.842,17.355999999999998,-4.284,11.914,4,4,4,-33.8188,33.8188,1465.2707521127375,1465.5021701688745,10532,10539,0.42862,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.42864,13.243,0.0,21.842,0.0,-4.284,0.0,4,4,4,-33.8188,33.8188,1736.616108358474,1736.890381439727,17670,17677,0.42862,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.21268,12.470999999999998,0.972,4.0,29.111,-1.361,28.143,2,2,2,-17.4378,17.4378,1474.1479603338714,1474.2893822393287,10774,10778,0.21267,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.21356,12.68,0.25,6.3439999999999985,18.99,-0.488,6.825,2,2,2,-32.7619,32.7619,1475.161566899308,1475.4272684398925,10802,10809,0.21356,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.22564,12.901,0.145,10.656,10.367,4.977,5.2,2,2,2,-33.2904,33.2904,1489.836766929589,1490.106754646011,11202,11209,0.22566,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.22667,12.565,0.327,5.697,26.509,2.125,8.775,2,2,2,-23.7788,23.7788,1491.12936122358,1491.3222091290195,11237,11242,0.22668,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,949.743,0.65245,13.964,0.759,4.705,6.104,-22.267,3.616,2,2,2,-51.0452,51.0452,1569.2368542238082,1569.560276778912,13364,13373,0.65232,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1025.7222,0.65245,13.964,0.0,4.705,0.0,-22.267,0.0,2,2,2,-51.0452,51.0452,1694.7754060156524,1695.1247022934353,16531,16540,0.65232,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,977.0201,0.6682899999999999,13.939,4.135,8.25,17.585,-5.101,2.173,2,2,2,-39.9484,39.9484,1629.8215476894204,1630.0819304223498,14762,14769,0.6682600000000001,C III,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,1670.7886,-4e-05,15.299,2.025,18.201,8.21,-1.229,2.192,2,2,2,-100.9807,100.9807,1670.160625152137,1671.2861865055188,15861,15891,-4e-05,AlII,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.39558,13.112,1.054,5.154,12.69,-1.617,4.284,2,2,2,-33.2904,33.2904,1696.425027942189,1696.6950156586108,16576,16583,0.39557,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.39948,12.955,2.107,4.0,47.41,0.561,8.924,2,2,2,-27.4778,27.4778,1701.1900638040652,1701.4129108853354,16705,16712,0.39948,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1206.5,0.43202,12.92,0.264,9.95,6.237,3.071,3.242,2,2,2,-31.071,31.071,1727.6031892939268,1727.853276716073,17425,17431,0.43203,SiIII,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,1206.5,0.43255,13.296,0.098,24.877,5.117,-30.12,3.4160000000000004,3,3,3,-71.0194,71.0194,1728.0820448982458,1728.6536730617545,17438,17453,0.4324,SiIII,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,1334.5323,2e-05,17.344,2.3280000000000003,20.492,8.584,-23.213,1.38,11,11,11,-110.9679,110.9679,1334.0603572364141,1335.0483090201324,6624,6657,-6e-05,C II,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,903.6235,0.43196,13.168,0.358,21.961,22.068,15.432,14.315,113,113,113,-31.071,31.071,1293.856767816828,1294.0440739682622,5290,5295,0.43203,C II,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,903.9616,0.43196,13.168,0.0,21.961,0.0,15.432,0.0,113,113,113,-31.071,31.071,1294.340877596176,1294.5282538301278,5305,5311,0.43203,C II,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1036.3367,0.43196,13.168,0.0,21.961,0.0,15.432,0.0,113,113,113,-31.071,31.071,1483.8826713027688,1484.0974866975293,11039,11045,0.43203,C II,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,858.0918,0.43237,13.701,0.118,25.885,9.01,-12.129,5.7860000000000005,117,117,117,-78.7872,78.7872,1228.881130495596,1229.3321535180962,3120,3135,0.43231,C II,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,903.6235,0.43237,13.701,0.0,25.885,0.0,-12.129,0.0,117,117,117,-78.7872,78.7872,1294.0874953267087,1294.5624503398813,5297,5313,0.43231,C II,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,903.9616,0.43237,13.701,0.0,25.885,0.0,-12.129,0.0,117,117,117,-78.7872,78.7872,1294.571691435121,1295.046824157583,5313,5329,0.43231,C II,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,1036.3367,0.43237,13.701,0.0,25.885,0.0,-12.129,0.0,117,117,117,-78.7872,78.7872,1484.1472852555814,1484.6919958690164,11047,11061,0.43231,C II,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,1335.7077,-9e-05,14.024,0.06,35.365,6.705,-7.145,4.375,6,6,6,-72.1291,72.1291,1335.2649973411715,1335.907731283892,6664,6686,-0.00011,C II*,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,977.0201,0.43184,13.623,0.059,18.045,2.875,14.321,2.063,108,108,108,-41.0581,41.0581,1398.802075676408,1399.0696914078742,8722,8729,0.43191,C III,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,977.0201,0.43249,14.103,0.042,36.585,3.053,-43.324,2.006,120,120,120,-81.0065,81.0065,1399.3037720596185,1399.8317705240133,8735,8750,0.43228,C III,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,977.0201,0.50267,13.923,0.058,29.937,2.8,16.279,1.825,129,129,129,-73.2388,73.2388,1467.9005098561227,1468.3778786343591,10604,10617,0.50275,C III,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,1548.204,-0.00024,13.353,0.278,25.795,17.264,6.221,13.608,9,9,9,-47.5577,47.5577,1547.586211779461,1548.077411737339,12775,12788,-0.00022,C IV,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,1550.781,-0.00024,13.353,0.0,25.795,0.0,6.221,0.0,9,9,9,-47.5577,47.5577,1550.1621834652053,1550.6542010299945,12845,12858,-0.00022,C IV,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,1548.204,1e-05,14.057,0.066,39.554,8.497,6.104,5.8370000000000015,10,10,10,-52.8418,52.8418,1547.9464233311173,1548.492200144003,12785,12799,3e-05,C IV,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,1550.781,1e-05,14.057,0.0,39.554,0.0,6.104,0.0,10,10,10,-52.8418,52.8418,1550.5229945923493,1551.0696798558304,12855,12870,3e-05,C IV,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,1548.204,0.0004,13.118,0.18,21.569000000000006,15.076,-3.503,9.515,13,13,13,-45.4968,45.4968,1548.5848566524173,1549.0547705936624,12802,12815,0.00039,C IV,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,1550.781,0.0004,13.118,0.0,21.569000000000006,0.0,-3.503,0.0,13,13,13,-45.4968,45.4968,1551.1624905918686,1551.633186709252,12872,12885,0.00039,C IV,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,1260.533,-5e-05,9.7,19098184.546,22.7,,-23.876,,3,3,3,-79.8969,79.8969,1260.1372463725347,1260.809129045765,4166,4188,-0.00013000000000000002,FeII,a,These pixels not used to fit this line,J1134+2555
J1134+2555_nbin3_norm.fits,1260.533,0.00017,13.897,0.28800000000000003,21.454,25.348000000000006,50.0,15.64,12,12,12,-44.3871,44.3871,1260.5571777433347,1260.9304453345046,4180,4192,0.00033,FeII,a,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.00882,13.105,0.447,6.6560000000000015,11.289,2.086,3.595,14,14,14,-29.063,29.063,1226.2693857218194,1226.5050888975811,3033,3041,0.00882,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.01031,13.465,0.067,31.274,7.194,-13.775,4.729,15,15,15,-80.3196,80.3196,1227.8737618108646,1228.525159973336,3086,3108,0.01026,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.02119,13.300999999999998,0.091,34.265,10.592,-5.841,7.0760000000000005,16,16,16,-72.9217,72.9217,1241.13726459709,1241.7286652189098,3530,3550,0.02117,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.03104,13.986,0.252,16.359,5.04,29.47,2.886,17,17,17,-78.7343,78.7343,1253.086645759014,1253.7251870159855,3930,3951,0.03114,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.03196,14.507,0.055,53.61,3.867,-23.136,2.365,18,18,18,-125.7636,125.7636,1254.0081444567854,1255.0280969708144,3961,3995,0.03188,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.05897,14.417,75.277,4.151,121.049,-4.367,29.211,19,19,19,-20.6083,20.6083,1287.2794159107762,1287.4465508162245,5074,5079,0.05896000000000001,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.05919,12.916,0.901,4.994,20.933000000000003,-6.185,7.965,20,20,20,-29.5914,29.5914,1287.501136617704,1287.7411251582962,5081,5089,0.05916,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.09577,13.267,2.061,4.0,12.845999999999998,9.066,3.732,27,27,27,-47.0292,47.0292,1331.905663988175,1332.287074434225,6552,6565,0.0958,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.1045,13.337,0.184,24.3,13.417,1.256,11.231,28,28,28,-16.381,16.381,1342.6378557299022,1342.770706905698,6911,6915,0.1045,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.11026,13.839,0.042,37.079,4.729,-26.844,3.168,29,29,29,-105.1552,105.1552,1349.2816030797135,1350.1344198772865,7133,7162,0.11016,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.11055,12.961,0.171,20.0,13.291,-18.576,8.101,30,30,30,-22.722,22.722,1349.9683564071104,1350.1526335828896,7156,7162,0.11048,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.1111,12.913,0.687,26.436,33.061,-22.881,17.859,31,31,31,-56.0123,56.0123,1350.5004618669036,1350.9547259480967,7174,7189,0.11101,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.11148,13.174,0.477,74.5,78.584,-39.995,70.047,32,32,32,-56.5408,56.5408,1350.9581459564845,1351.416696213516,7189,7204,0.11133,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.11329000000000003,13.434,0.07200000000000001,51.7,11.456,-2.9610000000000003,7.726,33,33,33,-67.6375,67.6375,1353.1136326762512,1353.662178027749,7261,7280,0.11327,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.11844,12.647,2.878,4.0,69.006,16.43,17.076,34,34,34,-33.2904,33.2904,1359.518900158289,1359.788887874711,7475,7484,0.1185,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.12673,12.595,1.046,4.0,40.079,-4.919,21.824,35,35,35,-22.1936,22.1936,1369.6445862953258,1369.8245781062742,7814,7820,0.12671,H I,b,--,J1134+2555
J1134+2555_nbin3_norm.fits,1215.67,0.127,13.02,0.139,20.0,11.275,-24.413,6.9,36,36,36,-57.5976,57.5976,1369.8271494983535,1370.2942704850466,7820,7836,0.12691,H I,b,--,J1134+2555
